ID,Acronym,Definition,Description,Tags,Usage Examples,Related Terms,Slug,Meta Description,Views,Status,Price (USD),Grade,Custom Pricing,Custom Pricing Data,Category ID,Suggested Category,Submitted By,Created At,Updated At
,"AFWHS","American Federation of Workplace Health Studies","A U.S. federation for workplace health educators. It promotes training in employee wellness programs.","Health, Workplace, Federation",,,afwhs/american-federation-of-workplace-health-studies,,0,Approved,$0,2,No,,,Workplace Health,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AFWSS","American Federation of Workplace Safety Studies","A U.S. federation for workplace safety educators. It advances training in occupational safety practices.","Safety, Workplace, Federation",,,afwss/american-federation-of-workplace-safety-studies,,0,Approved,$0,2,No,,,Workplace Safety,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGA","American Gas Association","A U.S. trade association for the natural gas industry. It promotes safety and efficiency in gas distribution.","Gas, Industry, Trade",,,aga/american-gas-association,,0,Approved,$0,2,No,,,Energy Industry,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGACS","American Group of Addiction Counseling Studies","A U.S. group for addiction counseling educators. It supports training in substance abuse recovery.","Counseling, Addiction, Education",,,agacs/american-group-of-addiction-counseling-studies,,0,Approved,$0,2,No,,,Addiction Counseling,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGAFS","American Group of Aviation Forensic Studies","A U.S. group for aviation forensic educators. It advances training in crash investigation.","Forensic, Aviation, Education",,,agafs/american-group-of-aviation-forensic-studies,,0,Approved,$0,2,No,,,Aviation Forensics,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGAHS","American Group of Allied Health Studies","A U.S. group for allied health educators. It promotes teaching in healthcare support roles.","Health, Allied, Education",,,agahs/american-group-of-allied-health-studies,,0,Approved,$0,2,No,,,Allied Health,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGAMS","American Group of Aviation Management Studies","A U.S. group for aviation management educators. It supports training in flight operations.","Management, Aviation, Education",,,agams/american-group-of-aviation-management-studies,,0,Approved,$0,2,No,,,Aviation Management,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGAPS","American Group of Aviation Psychology Studies","A U.S. group for aviation psychology educators. It advances training in pilot mental health.","Psychology, Aviation, Education",,,agaps/american-group-of-aviation-psychology-studies,,0,Approved,$0,2,No,,,Aviation Psychology,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGARS","American Group of Aviation Rehabilitation Studies","A U.S. group for aviation rehabilitation educators. It promotes training for injured aviation workers.","Rehabilitation, Aviation, Education",,,agars/american-group-of-aviation-rehabilitation-studies,,0,Approved,$0,2,No,,,Aviation Rehabilitation,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGASS","American Group of Aviation Safety Studies","A U.S. group for aviation safety educators. It supports training in flight safety practices.","Safety, Aviation, Education",,,agass/american-group-of-aviation-safety-studies,,0,Approved,$0,2,No,,,Aviation Safety,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGBCS","American Group of Behavioral Counseling Studies","A U.S. group for behavioral counseling educators. It advances training in behavior modification.","Counseling, Behavioral, Education",,,agbcs/american-group-of-behavioral-counseling-studies,,0,Approved,$0,2,No,,,Behavioral Counseling,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGBHS","American Group of Behavioral Health Studies","A U.S. group for behavioral health educators. It promotes teaching in mental wellness.","Health, Behavioral, Education",,,agbhs/american-group-of-behavioral-health-studies,,0,Approved,$0,2,No,,,Behavioral Health,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGBMS","American Group of Biomedical Studies","A U.S. group for biomedical educators. It supports training in medical technology.","Biomedical, Education, Group",,,agbms/american-group-of-biomedical-studies,,0,Approved,$0,2,No,,,Biomedical Studies,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGBSS","American Group of Biological Safety Studies","A U.S. group for biological safety educators. It advances training in biohazard management.","Safety, Biological, Education",,,agbss/american-group-of-biological-safety-studies,,0,Approved,$0,2,No,,,Biological Safety,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGCCS","American Group of Community Counseling Studies","A U.S. group for community counseling educators. It promotes training in local mental health.","Counseling, Community, Education",,,agccs/american-group-of-community-counseling-studies,,0,Approved,$0,2,No,,,Community Counseling,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"AGCHS","American Group of Community Health Studies","A U.S. group for community health educators. It supports teaching in public wellness.","Health, Community, Education",,,agchs/american-group-of-community-health-studies,,0,Approved,$0,2,No,,,Community Health,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
