Acronym,Definition,Description,Tags,Grade
ICU,Intensive Care Unit,A specialized department of a hospital that provides intensive care medicine for critically ill patients. ICU offers advanced monitoring equipment specialized care from trained medical professionals continuous observation and advanced life support systems for patients with life-threatening conditions.,Healthcare,4
CPR,Cardiopulmonary Resuscitation,An emergency procedure combining chest compressions and artificial ventilation to maintain circulatory flow and oxygenation during cardiac arrest. CPR is performed to preserve brain function until further measures can be taken to restore spontaneous blood circulation and breathing in a person in cardiac arrest.,Healthcare,4
ER,Emergency Room,A department in a hospital that provides immediate treatment for acute illnesses and trauma. ER offers 24-hour medical services for patients without prior appointment who require urgent care ranging from simple issues to life-threatening emergencies requiring immediate medical attention.,Healthcare,4
MRI,Magnetic Resonance Imaging,A medical imaging technique that uses a powerful magnetic field and computer-generated radio waves to create detailed images of organs and tissues. MRI provides high-resolution images without radiation exposure making it particularly valuable for examining soft tissues the brain spinal cord and musculoskeletal system.,Healthcare,4
CAT,Computerized Axial Tomography,A medical imaging procedure that uses computer-processed combinations of many X-ray measurements taken from different angles to produce cross-sectional images of specific areas of a scanned object. CAT scans provide detailed images of internal organs bones soft tissue and blood vessels helping diagnose diseases injuries and abnormalities.,Healthcare,4
DNA,Deoxyribonucleic Acid,A molecule composed of two polynucleotide chains that coil around each other to form a double helix carrying genetic instructions for the development functioning growth and reproduction of all known organisms. DNA contains the biological instructions that make each species unique and is essential for life and heredity.,Science,4
RNA,Ribonucleic Acid,A polymeric molecule essential in various biological roles including coding decoding regulation and expression of genes. RNA is structurally similar to DNA but differs in chemical composition functions in cellular protein synthesis and carries genetic information in some viruses like the coronavirus.,Science,4
IVF,In Vitro Fertilization,A complex series of procedures used to help with fertility or prevent genetic problems and assist with the conception of a child. IVF involves retrieving mature eggs from ovaries fertilizing them with sperm in a lab and implanting the embryos in a uterus to establish a pregnancy.,Healthcare,4
OCD,Obsessive-Compulsive Disorder,A mental health condition characterized by uncontrollable recurring thoughts (obsessions) and behaviors (compulsions) that a person feels the urge to repeat over and over. OCD features a pattern of unwanted thoughts and fears that lead to repetitive behaviors interfering with daily activities and causing significant distress.,Healthcare,4
ALS,Amyotrophic Lateral Sclerosis,A progressive neurodegenerative disease that affects nerve cells in the brain and spinal cord. ALS causes the death of neurons controlling voluntary muscles leading to stiff muscles muscle twitching and gradually worsening weakness resulting in difficulty speaking swallowing and eventually breathing.,Healthcare,4
ASD,Autism Spectrum Disorder,A complex developmental condition involving persistent challenges with social communication restricted interests and repetitive behavior. ASD affects how people perceive and socialize with others causing challenges in social interaction and communication with varied types and severity of symptoms.,Healthcare,4
CDC,Centers for Disease Control and Prevention,The national public health agency of the United States working to protect America from health safety and security threats both foreign and domestic. CDC conducts critical scientific research provides health information responds to health emergencies and implements prevention strategies nationwide.,Healthcare,4
WHO,World Health Organization,A specialized agency of the United Nations responsible for international public health. WHO coordinates international health work provides leadership on global health matters shapes health research sets norms and standards articulates policy options and monitors health trends worldwide.,Healthcare,4
AIDS,Acquired Immunodeficiency Syndrome,A chronic potentially life-threatening condition caused by the human immunodeficiency virus (HIV). AIDS occurs when HIV infection severely damages the immune system leaving the body vulnerable to opportunistic infections and certain cancers that take advantage of a weakened immune system.,Healthcare,4
HIV,Human Immunodeficiency Virus,A virus that attacks the body's immune system specifically the CD4 cells (T cells) which help the immune system fight off infections. If left untreated HIV reduces the number of CD4 cells in the body making it harder to fight off infections and disease and can lead to AIDS.,Healthcare,4
HPV,Human Papillomavirus,A group of related viruses that can cause warts and various types of cancer including cervical vulvar vaginal penile anal and oropharyngeal cancers. HPV is the most common sexually transmitted infection globally with most sexually active people contracting at least one type during their lifetime.,Healthcare,4
COPD,Chronic Obstructive Pulmonary Disease,A progressive inflammatory lung disease that causes obstructed airflow from the lungs making it difficult to breathe. COPD includes chronic bronchitis and emphysema is typically caused by long-term exposure to irritating gases or particulate matter most often from cigarette smoke.,Healthcare,4
ADHD,Attention Deficit Hyperactivity Disorder,A neurodevelopmental disorder characterized by persistent patterns of inattention hyperactivity and impulsivity that interferes with functioning or development. ADHD affects children and adults causing difficulties with concentration impulse control organization and activity level regulation.,Healthcare,4
BMI,Body Mass Index,A measure of body fat based on height and weight that applies to adult men and women. BMI is used as a screening tool to identify possible weight problems for adults categorizing individuals as underweight normal weight overweight or obese based on the calculation.,Healthcare,4
FDA,Food and Drug Administration,A federal agency of the United States Department of Health and Human Services responsible for protecting public health. FDA ensures the safety efficacy and security of human and veterinary drugs biological products medical devices food supply cosmetics and products that emit radiation.,Healthcare,4
